"","pID","condition","know_pd_1","know_pd_2","know_pd_3","know_pd_4","l_cards","donate_1","motivation_1","motivation_2","motivation_3","motivation_4","motivation_5","motivation_6","motivation_7","motivation_8","motivation_9","motivation_10","motivation_11","motivation_12","motivation_13","motivation_14","motivation_15","motivation_16","motivation_17","motivation_18","motivation_19","motivation_20","motivation_21","motivation_22","motivation_23","motivation_24","motivation_25","motivation_26","motivation_27","motivation_28","motivation_29","motivation_30","Gender","Age","Birth","Country","Qualificat","Employment","Profession","prosoc_1","prosoc_2","prosoc_3","prosoc_4","prosoc_5","prosoc_6","prosoc_7","prosoc_8","prosoc_9","prosoc_10","prosoc_11","prosoc_12","prosoc_13","prosoc_14","prosoc_15","prosoc_16","prosoc_17","prosoc_18","prosoc_19","prosoc_20","prosoc_21","prosoc_22","prosoc_23","alt_beh1","alt_beh2","alt_beh3","alt_beh4","alt_beh5","alt_beh6","alt_beh7","alt_beh9","alt_beh8","alt_beh11","alt_beh14","alt_beh10","alt_beh12","alt_beh13","empathy_1","empathy_2","empathy_3","empathy_4","empathy_5","empathy_7","empathy_8","empathy_9","empathy_10","empathy_11","empathy_12","empathy_13","empathy_14","empathy_15","empathy_16","empathy_17","empathy_18","empathy_19","empathy_20","empathy_21","empathy_22","empathy_23","empathy_24","empathy_25","empathy_6","empathy_26","empathy_27","empathy_28","big5_1","big5_2","big5_3","big5_4","big5_5","big5_6","big5_7","big5_8","big5_9","big5_10","big5_11","big5_12","big5_13","big5_14","big5_15","big5_16","big5_17","big5_18","big5_19","big5_20","big5_21","big5_22","big5_23","big5_24","big5_25","big5_26","big5_27","big5_28","big5_29","big5_30","big5_31","big5_32","big5_33","big5_34","big5_35"
"1990",1990,1,NA,1,1,NA,4,1,1,3,1,2,3,2,3,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,2,1,1,1,1,1,2,39,1,1,3,2,"Administrator",1,1,1,1,1,2,3,2,1,2,3,1,1,2,3,1,2,3,2,1,3,2,1,3,1,1,4,3,2,3,2,3,2,2,3,4,1,3,3,4,2,3,3,4,3,3,4,3,4,3,3,3,3,3,4,4,4,4,4,2,4,2,4,2,4,5,7,3,3,7,7,5,7,8,7,7,5,9,6,9,8,8,8,8,8,7,8,8,8,5,5,7,5,7,7,8,7,6,6,8
"1992",1992,1,NA,1,NA,NA,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,1,5,4,5,5,5,2,4,4,1,5,2,2,4,3,1,1,43,2,1,6,5,"community worker",2,4,2,2,2,5,3,5,3,1,5,3,3,3,5,2,2,3,5,4,3,2,1,4,4,4,4,4,4,4,3,4,3,3,3,4,3,2,4,2,3,4,2,4,3,3,4,5,3,2,3,4,4,2,3,4,4,3,4,3,4,5,4,1,3,8,7,7,7,7,8,6,8,7,8,7,7,8,8,6,7,7,6,6,5,6,7,6,7,8,7,7,5,7,7,8,7,8,6,7
"1995",1995,1,NA,1,NA,NA,4,6,4,4,4,4,5,2,4,3,4,3,4,4,4,3,2,4,4,3,4,5,3,5,4,3,4,3,4,3,3,4,1,37,2,1,6,5,"",1,2,2,2,2,2,3,2,2,2,2,3,1,3,2,2,4,4,2,1,3,2,2,5,2,3,3,2,1,4,1,3,3,1,3,4,1,4,4,4,2,3,2,3,2,4,3,2,1,3,2,4,4,2,2,4,2,4,4,4,4,4,4,3,2,2,5,3,2,6,5,3,6,7,7,6,8,8,8,8,8,7,8,8,7,7,6,2,2,3,6,6,3,7,8,7,5,6,4,8
"1997",1997,1,NA,1,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011",2011,1,NA,1,NA,NA,4,7,5,5,4,4,4,4,4,4,4,4,5,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017",2017,1,NA,1,NA,NA,4,3,4,4,3,2,5,1,4,2,3,4,5,2,4,4,2,5,3,5,4,4,2,5,4,2,5,2,4,2,2,1,2,51,1,1,6,1,"Researcher",1,4,1,1,1,4,4,4,4,4,2,4,1,4,2,1,4,4,2,2,4,3,1,4,3,3,5,3,3,4,3,4,5,3,4,3,4,3,4,1,1,4,1,4,5,2,4,1,4,1,2,1,1,2,5,5,5,4,4,1,4,1,4,1,3,5,7,7,7,7,7,7,2,7,8,8,7,8,2,7,7,7,8,7,8,8,7,5,6,5,4,5,2,5,6,7,8,6,5,3
"2019",2019,1,1,NA,NA,NA,4,4,3,3,5,2,2,2,3,3,4,4,4,3,5,3,4,3,3,4,3,3,4,2,3,5,4,5,4,4,4,4,2,24,2,1,6,3,"",2,3,2,4,3,3,4,3,3,3,4,4,4,5,4,4,5,4,3,4,5,4,3,4,2,3,5,4,2,5,2,4,4,4,3,3,3,5,3,3,3,3,3,3,3,2,4,4,3,4,4,4,2,3,3,3,3,3,4,5,5,5,3,3,3,5,5,7,4,5,6,7,7,8,6,6,6,7,8,8,8,5,8,7,6,5,8,7,5,5,5,6,6,7,7,4,5,8,9,3
"2032",2032,1,NA,1,1,1,5,1,4,5,4,3,5,1,5,2,3,3,3,2,3,2,2,5,3,5,3,4,2,5,3,1,5,1,3,2,2,2,1,38,2,1,6,1,"Lecturer",1,3,1,1,1,2,3,4,5,3,2,3,1,4,1,1,3,4,1,1,3,2,1,4,3,3,4,5,4,5,3,4,3,4,4,4,4,1,3,2,1,2,3,2,4,1,3,3,4,2,4,1,1,1,4,3,5,3,1,1,2,3,1,1,1,6,7,7,6,7,7,7,8,8,9,8,8,9,7,7,8,8,9,8,6,8,7,8,7,8,9,8,3,8,8,8,8,8,9,8
"2037",2037,1,NA,1,NA,NA,5,7,4,4,4,3,5,2,5,2,3,3,4,3,4,4,2,4,4,4,4,4,3,4,3,3,5,3,3,2,2,2,2,25,2,1,5,5,"",1,5,2,1,1,4,4,5,3,3,3,3,2,4,3,1,3,4,3,2,4,3,1,4,4,4,4,2,3,4,1,4,1,3,3,5,2,4,3,3,2,2,2,5,5,3,4,2,5,3,2,4,3,2,5,4,5,3,4,1,5,1,4,1,4,2,4,4,4,3,4,7,6,7,7,7,6,7,7,3,8,7,7,6,7,6,6,7,5,7,6,7,5,7,7,7,8,7,6,5
"2039",2039,1,NA,1,1,NA,4,2,3,3,4,1,3,1,3,2,4,3,3,1,3,3,1,4,3,5,4,4,3,4,3,1,4,1,3,3,1,4,1,31,1,1,6,5,"",1,3,2,1,1,3,3,3,1,3,3,3,1,4,3,2,3,3,3,2,3,1,1,5,4,2,3,4,4,5,5,4,3,3,4,3,3,4,5,1,2,4,2,5,5,2,5,1,4,1,3,4,3,1,4,4,5,5,4,1,4,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048",2048,1,NA,1,NA,NA,4,7,4,3,4,4,4,4,4,3,3,2,4,4,4,3,2,4,3,3,4,4,2,4,4,2,5,3,4,4,3,2,2,19,1,1,3,5,"",1,3,1,1,1,4,5,5,4,1,3,5,2,4,4,2,3,5,4,1,2,3,1,2,2,2,3,4,2,3,3,4,1,2,3,4,2,4,3,2,3,5,2,4,5,4,4,1,4,1,3,4,2,1,4,3,5,4,4,1,4,2,5,3,4,7,7,8,8,6,4,9,9,9,8,4,5,9,7,9,7,7,5,9,6,6,8,7,8,6,6,7,3,7,4,6,7,9,9,5
"2050",2050,1,NA,1,NA,NA,4,6,2,5,4,3,4,4,5,1,3,2,4,2,4,2,3,5,4,5,3,4,3,5,4,3,4,2,4,2,2,4,2,20,2,1,5,5,"",1,2,2,2,2,3,3,1,2,4,1,2,2,4,3,4,1,1,1,4,1,2,3,2,2,2,5,5,2,3,1,3,2,2,1,5,3,5,4,3,4,4,2,4,3,2,4,1,4,4,2,2,2,2,3,4,4,5,3,2,3,3,3,2,4,2,4,2,4,4,5,6,5,7,7,4,8,5,4,5,7,5,7,7,6,9,7,8,8,6,7,8,5,7,5,7,6,8,8,6
"2052",2052,1,NA,1,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058",2058,1,NA,1,NA,NA,5,6,4,4,4,4,4,3,3,2,4,3,4,3,3,4,3,4,4,4,4,4,3,4,4,3,4,3,3,4,4,3,1,28,2,1,6,5,"",1,5,1,1,1,5,3,3,4,1,3,5,1,5,2,1,4,2,2,1,5,1,1,4,4,3,3,3,4,4,4,4,1,3,3,4,4,4,4,1,2,4,4,5,4,4,4,3,2,2,2,3,5,1,3,4,5,4,3,2,4,2,3,5,4,2,5,5,6,5,5,5,7,8,5,7,6,7,5,7,8,8,9,6,6,5,8,3,6,5,7,7,5,8,9,7,7,5,5,5
"2060",2060,1,NA,1,NA,NA,4,7,2,5,3,1,3,2,3,1,3,3,1,3,4,2,4,3,1,3,3,3,5,3,2,3,3,1,3,1,1,1,1,19,1,1,3,5,"",3,4,3,5,5,1,5,1,2,5,1,3,3,3,1,1,3,5,1,5,2,1,1,4,4,3,2,3,3,1,1,4,1,1,3,5,1,5,2,5,5,3,3,2,2,1,2,1,5,5,2,5,1,5,4,4,1,3,4,1,1,3,4,1,2,6,5,5,3,6,5,4,5,2,6,1,6,2,8,8,3,7,8,3,4,5,8,8,8,7,7,6,8,9,8,8,6,8,8,8
"2063",2063,1,NA,1,NA,NA,4,4,3,4,3,3,4,2,4,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,3,4,2,3,3,3,2,2,19,2,1,3,5,"",2,3,2,1,2,2,3,2,2,3,2,3,2,3,2,3,3,3,3,3,2,2,4,3,1,1,3,3,1,3,1,3,1,1,2,3,1,4,3,3,4,4,3,3,3,4,2,1,3,3,2,4,3,2,3,4,2,2,3,3,2,3,4,2,3,5,6,6,5,5,5,6,6,7,6,6,6,5,7,8,8,6,7,6,7,5,5,5,4,6,6,7,4,8,5,7,7,7,5,8
"2065",2065,1,NA,1,NA,NA,4,7,5,5,5,4,5,1,2,2,4,3,5,3,5,4,1,5,4,5,3,4,3,5,4,2,5,2,3,4,3,4,1,51,1,1,4,5,"",1,3,1,1,1,4,5,3,2,3,3,2,1,5,2,1,4,5,5,1,3,2,2,5,1,3,5,3,4,4,3,4,4,3,4,3,1,1,5,4,2,2,4,4,4,2,4,4,5,1,2,2,3,1,5,5,4,5,3,1,3,2,3,1,4,9,7,6,7,8,7,8,8,9,8,9,8,9,9,8,9,9,9,3,9,3,3,7,7,7,8,3,3,8,7,8,7,8,7,5
"2066",2066,1,1,NA,NA,NA,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,20,2,1,5,5,"",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2072",2072,1,NA,1,1,NA,4,5,3,4,4,4,4,4,5,2,2,2,5,3,4,3,2,4,4,4,5,5,2,4,3,2,4,2,5,2,3,5,2,25,1,1,5,5,"",2,5,4,1,1,4,5,2,3,1,3,4,2,4,2,2,1,5,2,3,5,1,2,4,2,2,4,4,4,5,1,4,5,3,2,5,4,1,4,2,2,1,1,3,5,4,3,4,4,1,2,2,4,1,4,4,2,4,1,2,1,2,1,2,2,4,5,5,4,5,3,3,6,7,8,6,5,7,7,5,7,7,6,4,7,5,5,4,6,7,5,6,3,5,7,7,6,6,3,2
"2076",2076,1,NA,1,NA,NA,5,6,5,4,5,4,3,4,4,3,4,2,3,2,4,4,2,4,2,3,5,3,3,3,4,2,3,3,1,4,5,1,2,20,1,1,5,5,"",2,4,1,1,1,4,4,3,5,1,3,2,1,2,3,1,3,5,3,1,5,3,1,5,5,3,5,3,4,4,4,5,4,4,3,5,5,5,4,1,2,5,2,5,5,2,5,2,4,2,3,4,2,2,5,5,5,4,5,1,2,2,5,1,4,6,9,8,6,7,6,7,5,7,8,7,5,9,7,7,5,4,4,6,7,4,7,8,5,6,8,6,6,7,5,5,6,8,8,6
"2078",2078,1,NA,1,NA,NA,4,6,2,4,2,2,5,4,4,2,2,2,4,2,4,2,2,5,3,4,3,4,4,5,3,2,5,2,4,2,2,5,2,19,1,1,5,5,"",2,3,4,1,2,4,4,4,3,4,3,4,3,4,4,1,2,4,3,2,3,3,5,3,1,1,4,2,2,2,1,4,3,2,1,3,1,5,3,3,2,4,2,4,4,3,3,1,4,2,4,3,4,3,4,4,4,3,3,3,4,3,4,3,3,1,4,3,4,3,4,4,7,6,7,5,7,7,5,9,8,7,6,7,7,5,7,5,2,5,6,6,4,8,7,7,6,6,6,6
"2087",2087,1,NA,1,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089",2089,1,NA,1,NA,NA,4,5,2,4,4,1,5,1,3,2,4,2,5,3,4,2,2,5,5,4,5,4,3,5,2,4,5,2,4,2,4,5,1,25,1,1,6,1,"NGO Fundraiser",1,3,3,2,1,4,5,2,3,1,2,4,1,1,2,1,2,5,5,2,4,3,2,4,1,5,3,2,4,5,1,5,1,1,1,2,1,5,5,1,1,4,3,4,5,4,4,2,2,2,2,1,3,1,3,4,4,5,1,3,1,3,4,2,2,5,6,5,5,6,6,4,7,7,7,4,5,6,6,6,6,6,7,4,6,5,5,7,6,3,6,3,4,6,6,7,6,6,6,5
"2096",2096,1,NA,1,NA,NA,4,2,3,4,3,2,4,1,4,2,2,2,2,2,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105",2105,1,NA,1,NA,NA,4,1,2,5,1,1,3,1,3,1,1,1,3,1,1,4,1,5,2,4,2,3,1,3,3,1,2,1,2,1,1,1,1,54,1,1,3,5,"Communications",1,1,1,1,1,2,1,1,2,4,1,2,1,1,1,1,2,2,4,1,3,1,1,4,4,3,5,3,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,2,5,3,3,5,4,4,4,3,5,1,4,1,3,1,2,1,1,2,3,1,4,6,6,4,7,7,7,7,7,7,7,5,6,6,6,5,8,8,7,6,6,5,5,7,7,7,8,8,3,7,6,6,8,6,5,6
"2111",2111,1,NA,1,NA,NA,4,7,5,4,5,4,4,3,4,2,3,2,4,3,4,4,2,3,4,4,4,4,3,4,2,3,5,2,4,4,4,4,2,34,2,1,4,1,"Media",1,5,1,1,1,4,5,4,3,4,3,4,1,4,3,1,4,3,3,1,5,4,3,4,3,3,5,5,1,4,1,3,4,2,3,1,2,4,3,4,4,2,4,2,5,4,3,1,1,1,4,1,4,1,1,4,4,4,2,4,2,4,2,3,2,4,3,5,5,4,5,6,5,7,6,6,3,3,7,4,6,6,3,4,3,3,4,3,3,6,5,5,2,7,7,4,8,8,6,4
"2113",2113,1,NA,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114",2114,1,1,NA,NA,NA,4,5,4,5,3,3,4,2,4,3,3,2,4,2,3,3,3,5,3,4,5,3,2,4,3,3,4,2,4,4,2,2,1,28,2,1,6,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2117",2117,1,NA,1,NA,NA,4,7,5,2,5,5,2,5,3,1,4,1,5,4,4,5,2,2,5,3,5,3,3,2,5,1,4,5,4,5,4,4,1,19,1,1,3,5,"",1,5,2,1,2,5,5,3,2,3,2,5,2,5,3,1,3,5,2,2,5,5,2,3,3,3,3,3,3,1,4,4,3,1,2,3,2,5,4,4,2,3,4,4,5,4,4,1,4,2,4,4,2,2,4,5,4,4,4,2,1,2,4,2,4,8,6,9,8,7,7,6,5,9,8,7,5,9,7,4,9,9,4,6,7,5,5,6,7,5,7,7,3,8,9,9,9,4,4,6
"2120",2120,1,NA,1,NA,NA,4,7,4,2,4,2,4,4,4,1,2,1,5,2,3,3,1,2,4,2,5,2,1,2,3,2,5,1,2,2,2,2,2,23,1,1,5,5,"PhD student",2,4,2,2,1,3,4,3,2,3,2,4,2,2,2,2,2,5,4,1,3,2,3,4,2,3,4,3,2,3,2,4,2,1,2,4,3,4,4,2,2,4,2,4,4,3,3,1,4,2,3,3,3,2,4,4,4,4,4,2,4,2,4,2,3,6,6,6,4,6,7,7,6,8,8,7,6,9,7,9,8,8,7,8,8,5,8,7,6,6,7,7,5,8,8,7,7,6,6,4
"2124",2124,1,NA,1,NA,NA,5,7,1,4,3,2,3,4,5,1,2,1,3,3,3,3,2,4,3,4,3,4,1,4,3,1,5,1,2,4,1,3,1,30,2,1,6,1,"Research Officer",2,2,1,1,1,3,3,4,2,3,4,2,1,3,4,1,2,3,5,1,2,3,1,5,3,3,4,5,3,5,3,5,3,1,4,3,3,3,4,1,3,3,4,5,2,2,5,3,4,3,2,5,4,1,4,3,5,5,5,1,2,2,4,4,4,3,6,4,3,7,4,6,5,7,7,6,7,8,7,7,7,7,7,7,7,7,7,7,5,7,5,8,2,8,7,7,6,8,7,7
"2125",2125,1,NA,1,NA,NA,4,4,3,4,3,2,2,2,5,2,3,2,2,2,1,1,1,2,3,5,3,4,2,3,2,2,3,2,2,2,2,2,2,26,1,1,6,5,"",1,3,1,2,1,3,4,4,3,2,2,2,1,2,2,1,3,4,3,2,4,3,1,4,3,3,4,1,1,5,3,3,4,1,1,4,1,5,4,4,2,4,2,3,5,4,3,1,4,2,4,4,4,2,3,4,3,2,3,2,2,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130",2130,1,1,NA,NA,NA,5,7,4,4,4,4,4,3,3,2,3,2,4,3,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,42,2,1,5,5,"Horticulture trainer",1,4,4,3,1,3,4,3,3,1,2,4,4,3,3,1,2,4,1,2,3,1,2,5,3,3,5,5,4,4,2,4,3,3,3,4,3,3,4,3,1,3,2,4,4,3,3,3,4,2,3,2,3,1,3,3,4,3,3,2,4,3,3,4,3,8,8,7,6,7,6,6,7,7,7,6,7,8,7,8,8,7,8,8,8,7,6,4,4,8,6,6,4,5,7,8,6,7,7,2
"2134",2134,1,NA,1,1,NA,4,4,2,4,3,2,4,3,4,2,2,2,4,2,2,2,2,4,2,4,3,4,2,4,2,2,4,3,2,2,2,3,1,26,1,1,5,5,"",1,2,3,1,1,4,3,4,4,1,2,2,1,1,2,2,1,2,2,2,1,1,1,3,3,3,5,3,3,4,1,4,1,3,3,4,4,3,2,2,4,2,2,4,4,2,2,1,4,3,3,2,1,1,4,1,3,3,4,1,1,2,1,1,2,4,6,3,7,6,7,6,6,6,5,6,6,8,7,8,7,6,8,6,8,7,9,6,7,9,9,7,8,7,8,6,7,6,6,6
"2142",2142,1,NA,1,NA,NA,4,6,5,4,4,4,4,2,5,3,3,2,4,2,4,2,2,4,5,4,4,4,2,4,4,3,4,2,4,2,4,4,2,19,1,1,3,5,"",1,5,2,1,1,5,5,2,4,5,3,5,1,2,3,1,5,5,3,2,5,2,1,4,2,2,4,2,4,4,1,5,2,1,3,5,2,4,4,2,1,4,3,5,5,4,5,4,1,2,2,3,4,2,1,3,2,4,3,5,5,5,5,4,4,2,3,2,2,5,4,3,4,7,8,4,8,8,2,7,9,5,6,8,6,7,8,2,2,4,2,4,3,7,7,7,6,6,7,7
"2159",2159,1,NA,1,NA,NA,4,7,5,4,4,4,4,5,2,2,2,3,5,3,4,3,1,4,4,4,5,4,1,4,4,4,5,1,1,5,2,4,2,34,1,1,6,5,"architect",1,4,1,3,1,4,5,5,2,3,5,5,3,2,4,1,1,5,4,1,4,4,3,5,4,1,3,3,2,5,2,4,5,2,2,4,3,4,5,1,1,5,1,5,4,4,5,1,5,1,4,4,3,1,2,5,5,3,4,1,4,2,3,1,4,2,4,2,2,5,6,7,7,7,8,9,8,9,9,7,7,9,9,9,8,7,4,6,3,2,5,9,3,8,9,9,9,9,6,8
"2161",2161,1,NA,1,NA,NA,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,53,1,1,2,3,"",1,1,1,1,1,2,2,4,1,1,2,1,1,1,3,1,1,3,2,1,1,1,1,4,3,3,4,5,3,4,1,4,4,3,3,3,4,4,4,3,2,3,2,4,4,1,4,1,4,1,1,3,1,1,4,4,4,4,3,1,4,1,2,1,4,4,5,5,3,3,8,8,7,8,8,7,7,8,8,8,8,8,8,8,5,7,7,5,4,8,8,5,4,6,6,8,7,7,6,7
"2176",2176,1,NA,1,NA,NA,4,6,2,2,4,2,5,4,4,2,2,1,4,2,4,3,1,3,3,4,4,4,2,4,4,3,5,2,3,3,2,2,1,23,1,1,5,5,"",2,3,1,3,2,2,4,1,2,3,2,4,3,4,3,1,2,4,4,1,3,1,1,4,2,1,2,3,2,3,1,4,1,1,1,3,1,5,3,3,2,4,2,3,4,4,3,1,2,2,5,2,4,1,2,4,4,5,3,4,2,4,4,4,2,3,6,7,5,7,4,4,8,8,7,7,9,8,7,8,8,9,7,8,8,6,3,3,3,6,9,7,3,9,9,5,8,4,4,4
"2177",2177,1,NA,1,NA,NA,4,4,4,5,4,3,5,2,5,5,3,4,5,3,4,3,2,5,4,5,4,5,3,5,3,2,5,3,2,3,4,1,2,18,1,1,3,5,"",1,4,1,1,1,5,4,4,4,1,4,5,1,5,4,1,4,4,4,2,4,4,1,5,3,2,5,4,3,5,3,4,5,2,5,4,4,4,5,1,1,4,2,4,5,2,5,1,4,1,1,4,1,1,3,4,5,4,4,1,5,1,4,1,5,8,5,8,8,8,7,7,7,8,8,8,8,8,8,8,8,9,7,7,9,4,8,8,8,8,8,9,4,8,8,9,8,6,6,7
"2181",2181,1,NA,1,NA,NA,4,7,4,4,4,3,4,3,3,3,3,2,4,3,3,4,2,4,3,4,4,4,2,4,3,3,4,2,3,3,2,3,2,26,1,1,6,5,"",2,5,1,2,2,3,5,2,3,2,1,3,2,3,1,1,3,5,2,2,3,3,2,5,3,3,4,3,2,3,2,4,1,1,2,4,1,4,4,1,1,5,1,4,4,2,5,1,2,1,1,4,2,1,3,5,5,5,5,1,5,4,4,2,4,6,7,7,7,7,7,6,8,6,8,4,7,8,7,8,7,7,7,7,5,4,4,4,3,5,6,7,1,7,6,7,7,6,2,7
